GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
1900190,2000,Ackley,Iowa,1809.0,8.31,151.4,20.44,368.0,36250.0,48700.0,19.9,90.88,0.17,8.24,0.0,0.28,0.06,0.39,0.0,0.0,0.0,0.0,0.0,1,0,0
1900190,2001,Ackley,Iowa,1809.0,8.31,148.98,20.44,368.0,36250.0,48700.0,19.9,90.88,0.17,8.24,0.0,0.28,0.06,0.39,0.0,0.61,0.0,0.0,0.41,0,0,0
1900190,2002,Ackley,Iowa,1809.0,8.31,148.22,20.44,368.0,36250.0,48700.0,19.9,90.88,0.17,8.24,0.0,0.28,0.06,0.39,0.0,1.6,1.6,1.08,1.08,0,0,0
1900190,2003,Ackley,Iowa,1809.0,8.31,145.8,20.44,368.0,36250.0,48700.0,19.9,90.88,0.17,8.24,0.0,0.28,0.06,0.39,0.0,0.61,0.61,0.42,0.42,0,0,0
1900190,2004,Ackley,Iowa,1809.0,8.31,143.38,20.44,368.0,36250.0,48700.0,19.9,90.88,0.17,8.24,0.0,0.28,0.06,0.39,0.0,0.05,0.05,0.04,0.04,0,0,0
1900190,2005,Ackley,Iowa,1773.0,7.41,142.62,22.48,439.0,39279.0,67800.0,27.6,91.31,0.0,7.67,0.0,0.39,0.0,0.62,0.0,0.66,0.66,0.46,0.46,0,0,0
1900190,2006,Ackley,Iowa,1773.0,7.41,140.2,22.48,439.0,39279.0,67800.0,27.6,91.31,0.0,7.67,0.0,0.39,0.0,0.62,0.0,0.66,0.66,0.47,0.47,0,0,0
1900190,2007,Ackley,Iowa,1773.0,7.41,137.78,22.48,439.0,39279.0,67800.0,27.6,91.31,0.0,7.67,0.0,0.39,0.0,0.62,0.0,0.05,0.05,0.04,0.04,0,0,0
1900190,2008,Ackley,Iowa,1773.0,7.41,135.37,22.48,439.0,39279.0,67800.0,27.6,91.31,0.0,7.67,0.0,0.39,0.0,0.62,0.0,2.69,2.69,1.99,1.99,0,0,0
1900190,2009,Ackley,Iowa,1773.0,7.41,134.6,22.48,439.0,39279.0,67800.0,27.6,91.31,0.0,7.67,0.0,0.39,0.0,0.62,0.0,2.13,2.13,1.59,1.59,0,0,0
1900190,2010,Ackley,Iowa,1589.0,9.65,132.18,18.31,435.0,42292.0,80100.0,24.6,90.75,0.06,8.81,0.06,0.0,0.0,0.31,0.0,2.26,1.6,1.21,1.71,0,0,0
1900190,2011,Ackley,Iowa,1706.0,6.36,133.22,21.6,460.0,44063.0,73600.0,19.1,95.02,0.0,4.28,0.0,0.0,0.0,0.7,0.0,1.6,0.61,0.46,1.2,0,0,0
1900190,2012,Ackley,Iowa,1706.0,6.36,134.65,21.6,460.0,44063.0,73600.0,19.1,95.02,0.0,4.28,0.0,0.0,0.0,0.7,0.0,1.04,0.0,0.0,0.77,0,0,0
1900190,2013,Ackley,Iowa,1706.0,6.36,135.69,21.6,460.0,44063.0,73600.0,19.1,95.02,0.0,4.28,0.0,0.0,0.0,0.7,0.0,1.65,1.6,1.18,1.22,0,0,0
1900190,2014,Ackley,Iowa,1706.0,6.36,136.68,21.6,460.0,44063.0,73600.0,19.1,95.02,0.0,4.28,0.0,0.0,0.0,0.7,0.0,0.05,0.0,0.0,0.04,0,0,0
1900190,2015,Ackley,Iowa,1706.0,6.36,138.1,21.6,460.0,44063.0,73600.0,19.1,95.02,0.0,4.28,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0,0,0
1900190,2016,Ackley,Iowa,1706.0,6.36,139.14,21.6,460.0,44063.0,73600.0,19.1,95.02,0.0,4.28,0.0,0.0,0.0,0.7,0.0,2.21,1.22,0.88,1.59,0,0,0
1900235,2000,Ackworth,Iowa,85.0,6.49,,6.45,425.0,32500.0,60000.0,17.5,98.82,0.0,1.18,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2001,Ackworth,Iowa,85.0,6.49,,6.45,425.0,32500.0,60000.0,17.5,98.82,0.0,1.18,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2002,Ackworth,Iowa,85.0,6.49,,6.45,425.0,32500.0,60000.0,17.5,98.82,0.0,1.18,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2003,Ackworth,Iowa,85.0,6.49,,6.45,425.0,32500.0,60000.0,17.5,98.82,0.0,1.18,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2004,Ackworth,Iowa,85.0,6.49,,6.45,425.0,32500.0,60000.0,17.5,98.82,0.0,1.18,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2005,Ackworth,Iowa,109.0,0.0,,8.11,,72083.0,84000.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2006,Ackworth,Iowa,109.0,0.0,,8.11,,72083.0,84000.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2007,Ackworth,Iowa,109.0,0.0,,8.11,,72083.0,84000.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2008,Ackworth,Iowa,109.0,0.0,,8.11,,72083.0,84000.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2009,Ackworth,Iowa,109.0,0.0,,8.11,,72083.0,84000.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2010,Ackworth,Iowa,83.0,0.0,,21.21,,44583.0,110400.0,,98.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2011,Ackworth,Iowa,40.0,0.0,,27.78,,40000.0,162500.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2012,Ackworth,Iowa,40.0,0.0,,27.78,,40000.0,162500.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2013,Ackworth,Iowa,40.0,0.0,,27.78,,40000.0,162500.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2014,Ackworth,Iowa,40.0,0.0,,27.78,,40000.0,162500.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2015,Ackworth,Iowa,40.0,0.0,,27.78,,40000.0,162500.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900235,2016,Ackworth,Iowa,40.0,0.0,,27.78,,40000.0,162500.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0
1900370,2000,Adair,Iowa,839.0,6.53,72.38,19.95,350.0,31319.0,53600.0,17.8,98.09,0.0,1.19,0.12,0.36,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2001,Adair,Iowa,839.0,6.53,73.3,19.95,350.0,31319.0,53600.0,17.8,98.09,0.0,1.19,0.12,0.36,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2002,Adair,Iowa,839.0,6.53,74.22,19.95,350.0,31319.0,53600.0,17.8,98.09,0.0,1.19,0.12,0.36,0.0,0.24,0.0,1.94,1.94,2.61,2.61,0,0,0
1900370,2003,Adair,Iowa,839.0,6.53,75.14,19.95,350.0,31319.0,53600.0,17.8,98.09,0.0,1.19,0.12,0.36,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2004,Adair,Iowa,839.0,6.53,76.05,19.95,350.0,31319.0,53600.0,17.8,98.09,0.0,1.19,0.12,0.36,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2005,Adair,Iowa,782.0,3.48,76.97,28.07,513.0,38063.0,76900.0,25.0,97.06,0.0,0.0,1.02,0.0,0.0,1.92,0.0,1.94,1.94,2.52,2.52,0,0,0
1900370,2006,Adair,Iowa,782.0,3.48,77.88,28.07,513.0,38063.0,76900.0,25.0,97.06,0.0,0.0,1.02,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2007,Adair,Iowa,782.0,3.48,78.79,28.07,513.0,38063.0,76900.0,25.0,97.06,0.0,0.0,1.02,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2008,Adair,Iowa,782.0,3.48,79.71,28.07,513.0,38063.0,76900.0,25.0,97.06,0.0,0.0,1.02,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2009,Adair,Iowa,782.0,3.48,80.63,28.07,513.0,38063.0,76900.0,25.0,97.06,0.0,0.0,1.02,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2010,Adair,Iowa,781.0,2.56,81.55,23.55,596.0,45515.0,82900.0,20.8,97.7,0.0,1.28,0.13,0.51,0.0,0.38,0.0,0.98,0.0,0.0,1.21,0,0,0
1900370,2011,Adair,Iowa,854.0,6.85,82.53,25.32,583.0,48188.0,85600.0,24.4,95.67,0.7,2.93,0.12,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1900370,2012,Adair,Iowa,854.0,6.85,83.52,25.32,583.0,48188.0,85600.0,24.4,95.67,0.7,2.93,0.12,0.59,0.0,0.0,0.0,0.98,0.98,1.18,1.18,0,0,0
1900370,2013,Adair,Iowa,854.0,6.85,84.5,25.32,583.0,48188.0,85600.0,24.4,95.67,0.7,2.93,0.12,0.59,0.0,0.0,0.0,1.94,1.94,2.29,2.29,0,0,0
1900370,2014,Adair,Iowa,854.0,6.85,84.52,25.32,583.0,48188.0,85600.0,24.4,95.67,0.7,2.93,0.12,0.59,0.0,0.0,0.0,0.03,0.03,0.04,0.04,0,0,0
1900370,2015,Adair,Iowa,854.0,6.85,85.5,25.32,583.0,48188.0,85600.0,24.4,95.67,0.7,2.93,0.12,0.59,0.0,0.0,0.0,1.94,1.94,2.26,2.26,0,0,0
1900370,2016,Adair,Iowa,854.0,6.85,86.49,25.32,583.0,48188.0,85600.0,24.4,95.67,0.7,2.93,0.12,0.59,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0,0,0
1900505,2000,Adel,Iowa,3435.0,4.03,,31.04,507.0,39423.0,94600.0,22.8,97.09,0.15,1.28,0.15,0.38,0.0,0.84,0.12,,,,,0,0,0
1900505,2001,Adel,Iowa,3435.0,4.03,,31.04,507.0,39423.0,94600.0,22.8,97.09,0.15,1.28,0.15,0.38,0.0,0.84,0.12,,,,,0,0,0
1900505,2002,Adel,Iowa,3435.0,4.03,,31.04,507.0,39423.0,94600.0,22.8,97.09,0.15,1.28,0.15,0.38,0.0,0.84,0.12,,,,,0,0,0
1900505,2003,Adel,Iowa,3435.0,4.03,,31.04,507.0,39423.0,94600.0,22.8,97.09,0.15,1.28,0.15,0.38,0.0,0.84,0.12,,,,,0,0,0
1900505,2004,Adel,Iowa,3435.0,4.03,,31.04,507.0,39423.0,94600.0,22.8,97.09,0.15,1.28,0.15,0.38,0.0,0.84,0.12,,,,,0,0,0
1900505,2005,Adel,Iowa,4171.0,5.79,,35.47,642.0,43851.0,151700.0,27.5,94.46,1.41,1.05,0.0,0.79,0.0,2.28,0.0,,,,,0,0,0
1900505,2006,Adel,Iowa,4171.0,5.79,,35.47,642.0,43851.0,151700.0,27.5,94.46,1.41,1.05,0.0,0.79,0.0,2.28,0.0,,,,,0,0,0
1900505,2007,Adel,Iowa,4171.0,5.79,411.76,35.47,642.0,43851.0,151700.0,27.5,94.46,1.41,1.05,0.0,0.79,0.0,2.28,0.0,9.76,8.85,2.15,2.37,1,0,0
1900505,2008,Adel,Iowa,4171.0,5.79,415.25,35.47,642.0,43851.0,151700.0,27.5,94.46,1.41,1.05,0.0,0.79,0.0,2.28,0.0,4.47,4.47,1.08,1.08,1,0,0
1900505,2009,Adel,Iowa,4171.0,5.79,418.78,35.47,642.0,43851.0,151700.0,27.5,94.46,1.41,1.05,0.0,0.79,0.0,2.28,0.0,13.37,10.64,2.54,3.19,1,0,0
1900505,2010,Adel,Iowa,3682.0,2.65,422.27,31.09,659.0,49625.0,137900.0,27.2,96.2,0.27,2.09,0.22,0.46,0.16,0.6,0.0,8.02,5.33,1.26,1.9,0,0,0
1900505,2011,Adel,Iowa,4055.0,3.15,437.43,28.22,752.0,56319.0,152100.0,27.5,93.59,0.81,3.53,0.0,0.0,0.0,2.07,0.0,12.69,11.78,2.69,2.9,1,0,0
1900505,2012,Adel,Iowa,4055.0,3.15,450.81,28.22,752.0,56319.0,152100.0,27.5,93.59,0.81,3.53,0.0,0.0,0.0,2.07,0.0,9.76,6.24,1.38,2.16,0,0,0
1900505,2013,Adel,Iowa,4055.0,3.15,465.96,28.22,752.0,56319.0,152100.0,27.5,93.59,0.81,3.53,0.0,0.0,0.0,2.07,0.0,16.21,7.24,1.55,3.48,1,0,0
1900505,2014,Adel,Iowa,4055.0,3.15,480.25,28.22,752.0,56319.0,152100.0,27.5,93.59,0.81,3.53,0.0,0.0,0.0,2.07,0.0,17.91,6.28,1.31,3.73,0,0,0
1900505,2015,Adel,Iowa,4055.0,3.15,494.5,28.22,752.0,56319.0,152100.0,27.5,93.59,0.81,3.53,0.0,0.0,0.0,2.07,0.0,15.09,7.94,1.61,3.05,0,0,0
1900505,2016,Adel,Iowa,4055.0,3.15,508.79,28.22,752.0,56319.0,152100.0,27.5,93.59,0.81,3.53,0.0,0.0,0.0,2.07,0.0,20.53,9.75,1.92,4.04,0,0,0
1900595,2000,Afton,Iowa,917.0,19.36,105.12,29.95,247.0,28281.0,45000.0,19.4,97.71,0.0,1.85,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0,0,0
1900595,2001,Afton,Iowa,917.0,19.36,106.01,29.95,247.0,28281.0,45000.0,19.4,97.71,0.0,1.85,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0,0,0
1900595,2002,Afton,Iowa,917.0,19.36,107.8,29.95,247.0,28281.0,45000.0,19.4,97.71,0.0,1.85,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0,0,0
1900595,2003,Afton,Iowa,917.0,19.36,108.69,29.95,247.0,28281.0,45000.0,19.4,97.71,0.0,1.85,0.0,0.0,0.0,0.44,0.0,0.89,0.89,0.82,0.82,0,0,0
1900595,2004,Afton,Iowa,917.0,19.36,109.58,29.95,247.0,28281.0,45000.0,19.4,97.71,0.0,1.85,0.0,0.0,0.0,0.44,0.0,1.78,1.78,1.63,1.63,0,0,0
1900595,2005,Afton,Iowa,904.0,8.21,111.36,40.43,299.0,31071.0,71900.0,20.5,99.34,0.0,0.66,0.0,0.0,0.0,0.0,0.0,4.45,4.45,4.0,4.0,0,0,0
1900595,2006,Afton,Iowa,904.0,8.21,112.25,40.43,299.0,31071.0,71900.0,20.5,99.34,0.0,0.66,0.0,0.0,0.0,0.0,0.0,4.45,4.45,3.97,3.97,0,0,0
1900595,2007,Afton,Iowa,904.0,8.21,113.14,40.43,299.0,31071.0,71900.0,20.5,99.34,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1900595,2008,Afton,Iowa,904.0,8.21,114.03,40.43,299.0,31071.0,71900.0,20.5,99.34,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.78,0.89,0.78,1.56,0,0,0
1900595,2009,Afton,Iowa,904.0,8.21,115.81,40.43,299.0,31071.0,71900.0,20.5,99.34,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.89,0.89,0.77,0.77,0,0,0
1900595,2010,Afton,Iowa,845.0,1.9,116.7,32.68,437.0,36738.0,76200.0,18.7,98.11,0.0,0.95,0.47,0.12,0.0,0.36,0.0,1.78,0.89,0.76,1.53,0,0,0
1900595,2011,Afton,Iowa,970.0,5.66,117.59,28.95,493.0,42137.0,70300.0,21.7,96.08,0.21,1.86,0.93,0.41,0.0,0.52,0.0,2.67,1.78,1.52,2.27,0,0,0
1900595,2012,Afton,Iowa,970.0,5.66,119.38,28.95,493.0,42137.0,70300.0,21.7,96.08,0.21,1.86,0.93,0.41,0.0,0.52,0.0,0.89,0.89,0.75,0.75,0,0,0
1900595,2013,Afton,Iowa,970.0,5.66,120.27,28.95,493.0,42137.0,70300.0,21.7,96.08,0.21,1.86,0.93,0.41,0.0,0.52,0.0,0.89,0.89,0.74,0.74,0,0,0
1900595,2014,Afton,Iowa,970.0,5.66,121.16,28.95,493.0,42137.0,70300.0,21.7,96.08,0.21,1.86,0.93,0.41,0.0,0.52,0.0,1.78,1.78,1.47,1.47,0,0,0
1900595,2015,Afton,Iowa,970.0,5.66,122.94,28.95,493.0,42137.0,70300.0,21.7,96.08,0.21,1.86,0.93,0.41,0.0,0.52,0.0,1.78,1.78,1.45,1.45,0,0,0
1900595,2016,Afton,Iowa,970.0,5.66,123.83,28.95,493.0,42137.0,70300.0,21.7,96.08,0.21,1.86,0.93,0.41,0.0,0.52,0.0,1.78,1.78,1.44,1.44,1,0,0
1900640,2000,Agency,Iowa,622.0,5.26,,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,0.0,0.0,,,,,0,0,0
1900640,2001,Agency,Iowa,622.0,5.26,44.09,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1900640,2002,Agency,Iowa,622.0,5.26,44.55,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,0.0,0.0,0.46,0.46,1.04,1.04,0,0,0
1900640,2003,Agency,Iowa,622.0,5.26,45.01,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,0.0,0.0,1.85,1.85,4.11,4.11,0,0,0
1900640,2004,Agency,Iowa,622.0,5.26,45.47,18.75,354.0,36912.0,62500.0,17.5,98.55,0.16,0.8,0.0,0.48,0.0,0.0,0.0,0.94,0.94,2.06,2.06,0,0,0
1900640,2005,Agency,Iowa,690.0,3.31,45.93,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,2.31,2.31,5.02,5.02,0,0,0
1900640,2006,Agency,Iowa,690.0,3.31,46.4,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.92,0.92,1.99,1.99,0,0,0
1900640,2007,Agency,Iowa,690.0,3.31,46.86,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.98,0.98,0,0,0
1900640,2008,Agency,Iowa,690.0,3.31,47.32,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.85,1.85,3.9,3.9,0,0,0
1900640,2009,Agency,Iowa,690.0,3.31,47.78,18.48,220.0,35278.0,72800.0,19.3,98.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.85,1.85,3.86,3.86,0,0,0
1900640,2010,Agency,Iowa,638.0,2.45,48.24,21.66,617.0,39464.0,79600.0,20.9,96.39,0.0,2.35,0.31,0.0,0.0,0.94,0.0,1.38,0.46,0.96,2.87,0,0,0
1900640,2011,Agency,Iowa,655.0,3.98,49.18,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,1.68,0.0,0.46,0.0,0.0,0.94,0,0,0
1900640,2012,Agency,Iowa,655.0,3.98,49.64,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,1.68,0.0,1.38,1.38,2.79,2.79,0,0,0
1900640,2013,Agency,Iowa,655.0,3.98,50.58,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,1.68,0.0,0.47,0.01,0.01,0.92,0,0,0
1900640,2014,Agency,Iowa,655.0,3.98,51.05,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,1.68,0.0,0.01,0.01,0.01,0.01,1,0,0
1900640,2015,Agency,Iowa,655.0,3.98,51.98,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,1.68,0.0,1.86,1.86,3.57,3.57,0,0,0
1900640,2016,Agency,Iowa,655.0,3.98,52.45,24.5,505.0,37857.0,87900.0,23.1,97.1,0.0,0.46,0.76,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0,0,0
1900730,2000,Ainsworth,Iowa,524.0,9.98,43.33,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1900730,2001,Ainsworth,Iowa,524.0,9.98,42.66,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1900730,2002,Ainsworth,Iowa,524.0,9.98,41.65,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,0.0,0.0,1.01,1.01,2.42,2.42,0,0,0
1900730,2003,Ainsworth,Iowa,524.0,9.98,40.98,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,0.0,0.0,0.67,0.34,0.82,1.64,0,0,0
1900730,2004,Ainsworth,Iowa,524.0,9.98,39.97,24.12,375.0,41071.0,70000.0,18.3,84.16,0.0,15.65,0.19,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.84,0,0,0
1900730,2005,Ainsworth,Iowa,507.0,7.52,39.3,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,1.38,0.0,1.01,0.67,1.71,2.56,0,0,0
1900730,2006,Ainsworth,Iowa,507.0,7.52,38.63,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,1.38,0.0,0.34,0.0,0.0,0.87,0,0,0
1900730,2007,Ainsworth,Iowa,507.0,7.52,37.62,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,1.38,0.0,0.34,0.34,0.89,0.89,0,0,0
1900730,2008,Ainsworth,Iowa,507.0,7.52,36.95,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,1.38,0.0,1.01,1.01,2.73,2.73,0,0,0
1900730,2009,Ainsworth,Iowa,507.0,7.52,35.94,32.2,490.0,53438.0,76700.0,26.1,90.73,0.0,7.69,0.2,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0,0,0
1900730,2010,Ainsworth,Iowa,567.0,8.33,35.27,26.32,625.0,50000.0,85800.0,25.0,77.25,0.88,20.63,0.0,0.0,0.0,1.23,0.0,0.34,0.0,0.0,0.95,0,0,0
1900730,2011,Ainsworth,Iowa,568.0,6.8,35.61,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,2.29,0.0,0.67,0.67,1.89,1.89,0,0,0
1900730,2012,Ainsworth,Iowa,568.0,6.8,35.94,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,2.29,0.0,0.34,0.34,0.93,0.93,0,0,0
1900730,2013,Ainsworth,Iowa,568.0,6.8,36.28,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,2.29,0.0,0.67,0.67,1.85,1.85,0,0,0
1900730,2014,Ainsworth,Iowa,568.0,6.8,36.28,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0,0,0
1900730,2015,Ainsworth,Iowa,568.0,6.8,36.61,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,2.29,0.0,1.01,1.01,2.75,2.75,0,0,0
1900730,2016,Ainsworth,Iowa,568.0,6.8,36.95,20.54,489.0,42212.0,95600.0,15.0,59.15,1.06,37.5,0.0,0.0,0.0,2.29,0.0,0.34,0.0,0.0,0.91,0,0,0
1900775,2000,Akron,Iowa,1489.0,7.24,167.74,26.99,391.0,29583.0,71300.0,21.9,98.93,0.34,0.27,0.07,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
1900775,2001,Akron,Iowa,1489.0,7.24,166.17,26.99,391.0,29583.0,71300.0,21.9,98.93,0.34,0.27,0.07,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
1900775,2002,Akron,Iowa,1489.0,7.24,163.02,26.99,391.0,29583.0,71300.0,21.9,98.93,0.34,0.27,0.07,0.0,0.0,0.4,0.0,2.38,2.38,1.46,1.46,0,0,0
1900775,2003,Akron,Iowa,1489.0,7.24,161.46,26.99,391.0,29583.0,71300.0,21.9,98.93,0.34,0.27,0.07,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0
1900775,2004,Akron,Iowa,1489.0,7.24,159.09,26.99,391.0,29583.0,71300.0,21.9,98.93,0.34,0.27,0.07,0.0,0.0,0.4,0.0,2.35,2.35,1.48,1.48,0,0,0
1900775,2005,Akron,Iowa,1400.0,2.33,157.53,22.31,465.0,42411.0,89200.0,37.5,97.5,0.79,1.0,0.0,0.07,0.0,0.64,0.0,0.8,0.8,0.51,0.51,0,0,0
1900775,2006,Akron,Iowa,1400.0,2.33,154.38,22.31,465.0,42411.0,89200.0,37.5,97.5,0.79,1.0,0.0,0.07,0.0,0.64,0.0,0.78,0.78,0.51,0.51,0,0,0
1900775,2007,Akron,Iowa,1400.0,2.33,152.81,22.31,465.0,42411.0,89200.0,37.5,97.5,0.79,1.0,0.0,0.07,0.0,0.64,0.0,0.78,0.78,0.51,0.51,0,0,0
1900775,2008,Akron,Iowa,1400.0,2.33,150.45,22.31,465.0,42411.0,89200.0,37.5,97.5,0.79,1.0,0.0,0.07,0.0,0.64,0.0,0.8,0.8,0.53,0.53,0,0,0
1900775,2009,Akron,Iowa,1400.0,2.33,148.1,22.31,465.0,42411.0,89200.0,37.5,97.5,0.79,1.0,0.0,0.07,0.0,0.64,0.0,0.78,0.78,0.53,0.53,0,0,0
1900775,2010,Akron,Iowa,1486.0,4.34,145.74,26.4,519.0,47939.0,92200.0,26.4,97.31,0.4,0.47,0.54,0.07,0.07,0.87,0.27,0.0,0.0,0.0,0.0,0,0,0
1900775,2011,Akron,Iowa,1454.0,5.43,148.12,28.62,563.0,41161.0,93800.0,24.9,96.15,0.0,3.85,0.0,0.0,0.0,0.0,0.0,1.58,1.58,1.07,1.07,0,0,0
1900775,2012,Akron,Iowa,1454.0,5.43,149.72,28.62,563.0,41161.0,93800.0,24.9,96.15,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.53,0.53,0,0,0
1900775,2013,Akron,Iowa,1454.0,5.43,152.89,28.62,563.0,41161.0,93800.0,24.9,96.15,0.0,3.85,0.0,0.0,0.0,0.0,0.0,1.59,1.59,1.04,1.04,0,0,0
1900775,2014,Akron,Iowa,1454.0,5.43,154.48,28.62,563.0,41161.0,93800.0,24.9,96.15,0.0,3.85,0.0,0.0,0.0,0.0,0.0,2.36,0.78,0.51,1.53,0,0,0
1900775,2015,Akron,Iowa,1454.0,5.43,156.87,28.62,563.0,41161.0,93800.0,24.9,96.15,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.5,0.5,0,0,0
